exercise_name,variation_name,difficulty_level,target_muscle_group,prime_mover_muscle,secondary_muscle,tertiary_muscle,primary_equipment,num_primary_items,secondary_equipment,num_secondary_items,posture,single_or_double_arm,continuous_or_alternating_arms,grip,load_position_ending,continuous_or_alternating_legs,foot_elevation,combination_exercises,movement_pattern_1,movement_pattern_2,movement_pattern_3,plane_of_motion_1,plane_of_motion_2,plane_of_motion_3,body_region,force_type,mechanics,laterality,primary_exercise_classification,time_or_reps,num_sets,time_per_set,rest_time,total_time_seconds,num_reps_per_set,URL
Bodyweight Forearm Plank Alternating Knee to Elbow,4 sets of 45 seconds hold with 45 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,time,4.0,45.0,45.0,270.0,,https://youtu.be/A_JgZzr6o-k
Bodyweight Forearm Plank Alternating Knee to Elbow,3 sets of 12 reps with 40 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,rep,3.0,24.0,40.0,152.0,12.0,https://youtu.be/A_JgZzr6o-k
Bodyweight Forearm Plank Alternating Knee to Elbow,5 sets of 20 seconds hold with 20 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,time,5.0,20.0,20.0,180.0,,https://youtu.be/A_JgZzr6o-k
Bodyweight Forearm Plank Alternating Knee to Elbow,2 sets of 60 seconds hold with 60 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,time,2.0,60.0,60.0,180.0,,https://youtu.be/A_JgZzr6o-k
Bodyweight Loaded Beast to Alternating Kick Through,4 sets of 30 seconds work with 45 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Unsorted*,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,time,4.0,30.0,45.0,300.0,,https://youtu.be/lhh2tGD_47g
Bodyweight Loaded Beast to Alternating Kick Through,5 sets of 20 seconds work with 30 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Unsorted*,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,time,5.0,20.0,30.0,245.0,,https://youtu.be/lhh2tGD_47g
Bodyweight Loaded Beast to Alternating Kick Through,3 sets of 40 seconds work with 60 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Unsorted*,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,time,3.0,40.0,60.0,240.0,,https://youtu.be/lhh2tGD_47g
Bodyweight Loaded Beast to Alternating Kick Through,4 sets of 10 reps with 45 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Unsorted*,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,rep,4.0,25.0,45.0,280.0,10.0,https://youtu.be/lhh2tGD_47g
Bodyweight Loaded Beast to Alternating Kick Through,5 sets of 12 reps with 30 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Unsorted*,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,rep,5.0,30.0,30.0,270.0,12.0,https://youtu.be/lhh2tGD_47g
Single Arm Dumbbell Prone Row,3 sets of 10 reps with 60s rest,Novice,Back,Latissimus Dorsi,,,Dumbbell,1,Bench (Flat),1,Prone,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,3.0,30.0,60.0,210.0,10.0,https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk
Single Arm Dumbbell Prone Row,4 sets of 8 reps with 45s rest,Novice,Back,Latissimus Dorsi,,,Dumbbell,1,Bench (Flat),1,Prone,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,4.0,24.0,45.0,231.0,8.0,https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk
Single Arm Dumbbell Prone Row,5 sets of 12 reps with 90s rest,Novice,Back,Latissimus Dorsi,,,Dumbbell,1,Bench (Flat),1,Prone,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,5.0,36.0,90.0,540.0,12.0,https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk
Single Arm Dumbbell Prone Row,4 sets of 6 reps with 120s rest,Novice,Back,Latissimus Dorsi,,,Dumbbell,1,Bench (Flat),1,Prone,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,4.0,18.0,120.0,432.0,6.0,https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk
Single Arm Dumbbell Prone Row,3 sets of 15 reps with 30s rest,Novice,Back,Latissimus Dorsi,,,Dumbbell,1,Bench (Flat),1,Prone,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,3.0,45.0,30.0,195.0,15.0,https://youtu.be/-fuxiCQvMxQ?si=lCRmzsfrTeNaP0Gk
Double Kettlebell Clean,4 sets of 5 reps with 90 seconds rest,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,4.0,15.0,90.0,330.0,5.0,https://youtu.be/26GZTfSdz-s
Double Kettlebell Clean,3 sets of 8 reps with 60 seconds rest,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,3.0,24.0,60.0,192.0,8.0,https://youtu.be/26GZTfSdz-s
Double Kettlebell Clean,5 sets of 4 reps with 120 seconds rest,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,5.0,12.0,120.0,540.0,4.0,https://youtu.be/26GZTfSdz-s
Double Kettlebell Clean,4 sets of 30 seconds work with 90 seconds rest,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,time,4.0,30.0,90.0,390.0,,https://youtu.be/26GZTfSdz-s
Double Kettlebell Clean,5 sets of 6 reps with 45 seconds rest,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,5.0,18.0,45.0,270.0,6.0,https://youtu.be/26GZTfSdz-s
Double Kettlebell Snatch,5 sets of 5 reps with 2-minute rest,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,5.0,30.0,120.0,630.0,5.0,https://youtu.be/73koR_IuoDE
Double Kettlebell Snatch,4 sets of 8 reps with 90-second rest,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,4.0,40.0,90.0,430.0,8.0,https://youtu.be/73koR_IuoDE
Double Kettlebell Snatch,3 sets of 12 reps with 1-minute rest,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,3.0,60.0,60.0,300.0,12.0,https://youtu.be/73koR_IuoDE
Double Kettlebell Snatch,3 sets of 3 reps with 3-minute rest,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics,rep,3.0,30.0,180.0,450.0,3.0,https://youtu.be/73koR_IuoDE
Battle Rope Feet Elevated Russian Twist,5 sets of 30s work with 30s rest - Moderate intervals,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Battle Ropes,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,5.0,30.0,30.0,270.0,,https://youtu.be/XdKaa2lHuic
Battle Rope Feet Elevated Russian Twist,4 sets of 40s work with 40s rest - Longer intervals,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Battle Ropes,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,40.0,40.0,280.0,,https://youtu.be/XdKaa2lHuic
Superband Dead Bug,"3 sets of 10 reps, 45 seconds rest",Novice,Abdominals,Rectus Abdominis,Obliques,Rectus Femoris,Superband,1,,0,Supine,Double Arm,Continuous,Pronated,Other,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Contralateral,Unsorted*,rep,3.0,30.0,45.0,225.0,10.0,https://youtu.be/X0s5xY8JZVA
Superband Dead Bug,"3 sets, 20 seconds per set, 30 seconds rest",Novice,Abdominals,Rectus Abdominis,Obliques,Rectus Femoris,Superband,1,,0,Supine,Double Arm,Continuous,Pronated,Other,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Contralateral,Unsorted*,time,3.0,20.0,30.0,150.0,,https://youtu.be/X0s5xY8JZVA
Superband Dead Bug,"4 sets, 30 seconds per set, 45 seconds rest",Novice,Abdominals,Rectus Abdominis,Obliques,Rectus Femoris,Superband,1,,0,Supine,Double Arm,Continuous,Pronated,Other,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Contralateral,Unsorted*,time,4.0,30.0,45.0,300.0,,https://youtu.be/X0s5xY8JZVA
Superband Dead Bug,"4 sets of 15 reps, 60 seconds rest",Novice,Abdominals,Rectus Abdominis,Obliques,Rectus Femoris,Superband,1,,0,Supine,Double Arm,Continuous,Pronated,Other,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Contralateral,Unsorted*,rep,4.0,45.0,60.0,420.0,15.0,https://youtu.be/X0s5xY8JZVA
Superband Dead Bug,"3 sets, 30 seconds per set, 40 seconds rest",Novice,Abdominals,Rectus Abdominis,Obliques,Rectus Femoris,Superband,1,,0,Supine,Double Arm,Continuous,Pronated,Other,Alternating,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Contralateral,Unsorted*,time,3.0,30.0,40.0,228.0,,https://youtu.be/X0s5xY8JZVA
Parallette V Sit,3 sets of 30s holds with 60s rest,Expert,Abdominals,Rectus Abdominis,,,Parallette Bars,2,,0,V Sit Seated,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,30.0,60.0,270.0,,https://youtu.be/x-kdghat2Fk
Parallette V Sit,4 sets of 40s holds with 90s rest,Expert,Abdominals,Rectus Abdominis,,,Parallette Bars,2,,0,V Sit Seated,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,40.0,90.0,430.0,,https://youtu.be/x-kdghat2Fk
Parallette V Sit,5 sets of 20s holds with 30s rest,Expert,Abdominals,Rectus Abdominis,,,Parallette Bars,2,,0,V Sit Seated,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,5.0,20.0,30.0,220.0,,https://youtu.be/x-kdghat2Fk
Parallette V Sit,3 sets of 45s holds with 90s rest,Expert,Abdominals,Rectus Abdominis,,,Parallette Bars,2,,0,V Sit Seated,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,45.0,90.0,315.0,,https://youtu.be/x-kdghat2Fk
Parallette V Sit,4 sets of 30s holds with 45s rest,Expert,Abdominals,Rectus Abdominis,,,Parallette Bars,2,,0,V Sit Seated,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,30.0,45.0,285.0,,https://youtu.be/x-kdghat2Fk
Single Arm Dumbbell Pendlay Row,3 sets of 10 reps with 60 seconds rest,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,3.0,30.0,60.0,210.0,10.0,
Single Arm Dumbbell Pendlay Row,4 sets of 6 reps with 90 seconds rest,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,4.0,18.0,90.0,432.0,6.0,
Single Arm Dumbbell Pendlay Row,2 sets of 15 reps with 45 seconds rest,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,2.0,45.0,45.0,135.0,15.0,
Single Arm Dumbbell Pendlay Row,2 sets of 8 reps with 60 seconds rest,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,rep,2.0,24.0,60.0,108.0,8.0,
Single Arm Dumbbell Pendlay Row,3 sets of 30 seconds work with 60 seconds rest,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding,time,3.0,30.0,60.0,150.0,,
Single Arm Kettlebell Bottoms Up Decline Bench Press,"3 sets of 10 reps, 90 seconds rest",Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,1,Bench (Decline),1,Supine,Single Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,30.0,90.0,270.0,10.0,
Single Arm Kettlebell Bottoms Up Decline Bench Press,"4 sets of 15 reps, 60 seconds rest",Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,1,Bench (Decline),1,Supine,Single Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,45.0,60.0,360.0,15.0,
Single Arm Kettlebell Bottoms Up Decline Bench Press,"5 sets of 6 reps, 120 seconds rest",Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,1,Bench (Decline),1,Supine,Single Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,18.0,120.0,570.0,6.0,
Single Arm Kettlebell Bottoms Up Decline Bench Press,"3 sets of 8 reps, 120 seconds rest",Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,1,Bench (Decline),1,Supine,Single Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,24.0,120.0,312.0,8.0,
Single Arm Kettlebell Bottoms Up Decline Bench Press,"3 sets of 40 seconds each, 60 seconds rest",Novice,Chest,Pectoralis Major,Triceps Brachii,,Kettlebell,1,Bench (Decline),1,Supine,Single Arm,Continuous,Bottoms Up,Above Chest,Continuous,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,40.0,60.0,240.0,,
Double Kettlebell Split Jerk,4 sets of 4 reps with 90 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Gluteus Minimus,Kettlebell,2,,0,Staggered Stance,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,Hip Hinge,,Sagittal Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,rep,4.0,20.0,90.0,350.0,4.0,https://youtu.be/6sbNXcg-R0Y
Double Kettlebell Split Jerk,5 sets of 3 reps with 120 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Gluteus Minimus,Kettlebell,2,,0,Staggered Stance,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,Hip Hinge,,Sagittal Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,rep,5.0,15.0,120.0,555.0,3.0,https://youtu.be/6sbNXcg-R0Y
Double Kettlebell Split Jerk,3 sets of 6 reps with 60 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Gluteus Minimus,Kettlebell,2,,0,Staggered Stance,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,Hip Hinge,,Sagittal Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,rep,3.0,30.0,60.0,210.0,6.0,https://youtu.be/6sbNXcg-R0Y
Double Kettlebell Split Jerk,4 sets of 5 reps with 75 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Gluteus Minimus,Kettlebell,2,,0,Staggered Stance,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,Hip Hinge,,Sagittal Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,rep,4.0,25.0,75.0,325.0,5.0,https://youtu.be/6sbNXcg-R0Y
Double Kettlebell High Pull,4 sets of 6 reps with 90 seconds rest,Intermediate,Shoulders,Posterior Deltoids,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,Hip Hinge,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Ballistics,rep,4.0,18.0,90.0,342.0,6.0,https://youtu.be/8DNPOulUgE4
Double Kettlebell High Pull,5 sets of 8 reps with 120 seconds rest,Intermediate,Shoulders,Posterior Deltoids,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,Hip Hinge,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Ballistics,rep,5.0,24.0,120.0,600.0,8.0,https://youtu.be/8DNPOulUgE4
Double Kettlebell High Pull,3 sets of 10 reps with 60 seconds rest,Intermediate,Shoulders,Posterior Deltoids,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,Hip Hinge,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Ballistics,rep,3.0,30.0,60.0,210.0,10.0,https://youtu.be/8DNPOulUgE4
Double Kettlebell High Pull,5 sets of 4 reps with 150 seconds rest,Intermediate,Shoulders,Posterior Deltoids,,,Kettlebell,2,,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Horizontal Pull,Hip Hinge,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Ballistics,rep,5.0,12.0,150.0,660.0,4.0,https://youtu.be/8DNPOulUgE4
Superband Pallof Press,3 sets of 20-second holds with 40 seconds rest,Beginner,Abdominals,Obliques,Rectus Abdominis,,Superband,1,,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Rotational,,,Transverse Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,time,3.0,20.0,40.0,140.0,,https://youtu.be/TvPRtxN8uoA
Superband Pallof Press,4 sets of 30-second holds with 45 seconds rest,Beginner,Abdominals,Obliques,Rectus Abdominis,,Superband,1,,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Rotational,,,Transverse Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,time,4.0,30.0,45.0,255.0,,https://youtu.be/TvPRtxN8uoA
Superband Pallof Press,5 sets of 25-second holds with 30 seconds rest,Beginner,Abdominals,Obliques,Rectus Abdominis,,Superband,1,,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Rotational,,,Transverse Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,time,5.0,25.0,30.0,245.0,,https://youtu.be/TvPRtxN8uoA
Superband Pallof Press,3 sets of 12 slow reps  with 45 seconds rest,Beginner,Abdominals,Obliques,Rectus Abdominis,,Superband,1,,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Rotational,,,Transverse Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,3.0,60.0,45.0,270.0,12.0,https://youtu.be/TvPRtxN8uoA
Superband Pallof Press,4 sets of 8 slow reps  with 60 seconds rest,Beginner,Abdominals,Obliques,Rectus Abdominis,,Superband,1,,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Rotational,,,Transverse Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,4.0,40.0,60.0,340.0,8.0,https://youtu.be/TvPRtxN8uoA
